: 1626436883:0;pacman -Ss ly
: 1626550175:0;pacman -Si mpc
: 1626550183:0;sudo pacman -S mpc
: 1626550480:0;pacman -Si pamixer
: 1626553103:0;pacman -Ss font symb
: 1626553168:0;sudo pacman -Rssnu adobe-source-code-pro-fonts
: 1626553181:0;sudo pacman -Ss noto font 
: 1626553192:0;sudo pacman -Ss liberation font 
: 1626553196:0;sudo pacman -Ss extra font 
: 1626553229:0;sudo pacman -S ttf-nerd-fonts-symbols
: 1626553266:0;pacman -S noto extra
: 1626553268:0;sudo pacman -S noto extra
: 1626553270:0;sudo pacman -Ss noto extra
: 1626553296:0;sudo pacman -S noto-fonts-extra noto-fonts-cjk noto-fonts-emoji
: 1626553326:0;sudo pacman -S noto-fonts-extra noto-fonts-cjk ttf-joypixels
: 1626554682:0;sudo pacman -Rssnu noto-fonts-emoji
: 1626568752:0;sudo pacman -S polybar
: 1626569369:0;sudo pacman -S rofi
: 1626569540:0;sudo pacman -S unzip
: 1626570748:0;pacman -S feather
: 1626570750:0;sudo pacman -S feather
: 1626570754:0;sudo pacman -S feather font
: 1626570756:0;sudo pacman -Ss feather font
: 1626570761:0;yay -Ss feather font
: 1626570776:0;yay -S ttf-feather
: 1626570810:0;yay -Ss feather font
: 1626570814:0;yay -S ttf-feather
: 1626570831:0;yay -Ss feather font
: 1626570852:0;yay -S ttf-icomoon-feather
: 1626571008:2;sudo pacman -S tf-fantasque-sans-mono
: 1626571013:0;sudo pacman -S ttf-fantasque-sans-mono
: 1626595383:0;pacman -Ss spotify
: 1626595396:0;yay -S spotify
: 1626596468:0;yay -Ss nuclear music
: 1626596481:0;yay -S nuclear-player-bin
: 1626596688:0;yay -Rs nuclear-player-bin
: 1626596701:0;yay -Scc
: 1626597815:0;sudo pacman -S flake8 python-black
: 1626598031:0;pacman -Si ttf-icomoon-feather
: 1626598036:0;yay -Si ttf-icomoon-feather
: 1626598164:0;yay -S spotify
: 1626598172:0;yay -Si spotify
: 1626598678:0;sudo pacman -S ranger
: 1626598765:0;pacman -S highlight mediainfo perl-image-exiftool poppler atool w3m
: 1626598768:0;sudo pacman -S highlight mediainfo perl-image-exiftool poppler atool w3m
: 1626600351:0;sudo pacman -S iftop
: 1626602492:0;yay -Ss rope py
: 1626614917:0;yay -Ss teamviewer
: 1626614930:0;yay -S teamviewer
: 1626615153:0;yay -Si teamviewer
: 1626615312:0;pacman -S minizip
: 1626615314:0;sudo pacman -S minizip
: 1626615343:0;yay -S teamviewer12
: 1626616421:0;sudo pacman -S gdm
: 1626616462:0;sudo pacman -S lightdm
: 1626616486:0;sudo pacman -S lightdm-webkit2-greeter
: 1626616493:0;sudo pacman -S lightdm-webkit2-greeter-manjaro
: 1626617722:3;sudo pacman -Rs lightdm-webkit2-greeter-manjaro
: 1626617747:0;sudo pacman -S lightdm-webkit2-greeter
: 1626624582:0;sudo pacman -S filezilla
: 1626624709:0;pacman -Ss ftp client
: 1626624731:0;pacman -S lftp
: 1626624733:0;sudo pacman -S lftp
: 1626707740:0;sudo pacman -S libreoffice-fresh libreoffice-fresh-it
: 1626707806:0;sudo pacman -S manjaro-settings-manager
: 1626707938:0;sudo pacman -S manjaro-settings-manager
: 1626708040:0;sudo pacman -S lightdm-gtk-greeter
: 1626709743:0;pacman -Ss polkit gnome
: 1626709750:0;pacman -Ss polkit agent
: 1626709758:0;pacman -Ss polkit lsdm
: 1626709760:0;pacman -Ss polkit lxdm
: 1626709762:0;pacman -Ss polkit lx
: 1626709773:0;pacman -Ss auth agent
: 1626709792:0;pacman -Ss xfce pol
: 1626709798:0;pacman -Ss  pol agent
: 1626709813:0;sudo pacman -S lxqt-policykit
: 1626709820:0;sudo pacman -S polkit-gnome
: 1626709857:0;sudo pacman -Rs polkit-gnome
: 1626709869:0;sudo pacman -S lxqt-policykit
: 1626709958:0;pacman -Si
: 1626710112:0;pacman -Ss fira sans
: 1626710119:0;sudo pacman -S ttf-fira-sans
: 1626768616:0;yay -Syuu teams
: 1626769261:0;pacman -Ss manjaro hardware
: 1626769268:0;sudo pacman -S mhwd
: 1626769343:0;sudo pacman -S mhwd-db
: 1626770330:0;sudo pacman -S pv
: 1626772457:0;sudo pacman -Ss rfkill
: 1626772541:0;sudo pacman -S bluez-utils
: 1626772641:0;pacman -Ss pipewire blue
: 1626772649:0;pacman -Ss pulse blue
: 1626772657:0;sudo pacman -S pulseaudio-bluetooth
: 1626772714:0;sudo pacman -S bluex
: 1626772715:0;sudo pacman -S bluez
: 1626773022:0;pacman -Ss pulse gtk
: 1626773028:0;pacman -Ss pulse control
: 1626773042:0;sudo pacman -S pavucontrol
: 1626778364:0;pacman -S inxi
: 1626778367:0;sudo pacman -S inxi
: 1626778427:0;pacman -S mesa-demos
: 1626778430:0;sudo pacman -S mesa-demos
: 1626778463:0;sudo pacman -S mesa-demos
: 1626778889:0;pacman -Ss git
: 1626778900:0;pacman -Si picom
: 1626782789:0;sudo pacman -Rs xf86-video-intel
: 1626782902:0;sudo pacman -Ss intel video
: 1626782907:0;sudo pacman -Ss intel
: 1626782925:0;sudo pacman -Ss intel | less
: 1626782984:0;pacman -Ss xf86 video
: 1626783000:0;pacman -Ss mesa dri
: 1626783003:0;pacman -Ss mesa driver
: 1626783074:0;pacman -Ss intel driver
: 1626783107:0;sudo pacman -S vulkan-intel
: 1626783151:0;sudo pacman -Ss intel driv
: 1626783675:0;sudo pacman -Rs xf86-video-intel
: 1626783679:0;sudo pacman -Rssnu xf86-video-intel
: 1626784444:0;sudo pacman -Rs vulkan-radeon lib32-vulkan-radeon
: 1626787238:0;pacman -Ss xf86
: 1626787240:0;pacman -Ss xf86 intel
: 1626790946:0;pacman -Rssnu libva-intel-driver
: 1626790948:0;sido pacman -Rssnu libva-intel-driver
: 1626790950:0;sudo pacman -Rssnu libva-intel-driver
: 1626791146:0;sudo pacman -Rssnu
: 1626791151:0;sudo pacman -Rssnu mhwd mhwd-db
: 1626791173:0;sudo pacman -Rssnu mhwd
: 1626857578:0;sudi pacman -S p7zip unrar
: 1626857581:0;sudo pacman -S p7zip unrar
: 1626861042:0;pacman -Si viewnoir
: 1626861046:0;pacman -Ss viewnoir
: 1626861048:0;pacman -Ss view noir
: 1626861068:0;sudo pacman -S feh
: 1626861095:0;sudo pacman -S imagemagick jpegexiforient
: 1626936998:0;sudo pacman -S pyenv
: 1626937009:0;sudo pacman -Ss pyenv virt
: 1626937978:0;sudo pacman -S xf86-video-intel 
: 1626938153:0;pacman -Si polybar
: 1626938187:0;sudo pacman -S cantarell-fonts
: 1626938200:0;sudo pacman -Ss polybar mpd
: 1626938778:0;pacman -Ss nerd font
: 1626938799:0;sudo pacman -S ttf-nerd-fonts-symbols
: 1626939191:0;sudo pacman -S teams
: 1626942263:0;sudo pacman -S kitty
: 1626943201:0;sudo pacman -S --needed bluez bluez-utils pulseaudio-bluetooth
: 1626943565:0;sudo pacman -S blueman
: 1626943588:0;sudo pacman -Syyu blueman
: 1626943969:0;pacman -Si blueman
: 1626944104:0;pacman -Ss bluetooth mouse
: 1626944217:0;pacman -Ss uhid
: 1626944398:0;pacman -Si bluez
: 1626946918:0;pacman -Ss blue conne
: 1626946930:0;pacman -Ss autoconne
: 1626947093:3;sudo pacman -S bluez
: 1626947199:0;sudo pacman -S bluez
: 1626947630:0;pacman -Ss offload
: 1626947674:0;pacman -S bbswitch
: 1626947678:0;sudo pacman -S bbswitch
: 1626947868:0;sudo pacman -S bbswitch-dkms
: 1626948117:0;pacman -Si lm_sensors
: 1626949273:0;pacman -Ss libva intel
: 1626949284:0;pacman -S intel
: 1626949285:0;pacman -Ss intel
: 1626949295:0;pacman -Ss vpda
: 1626949297:0;pacman -Ss vdpa
: 1626949299:0;pacman -Ss vdpa int
: 1626949301:0;pacman -Ss vdpa intel
: 1626949323:0;pacman -S libva-intel
: 1626949326:0;sudo pacman -S libva-intel
: 1626949330:0;sudo pacman -S libva-intel-driver
: 1626949337:0;pacman -Ss libva
: 1626949354:0;pacman -Ss vdpau
: 1626950528:0;pacman -Si ranger
: 1626950616:0;pacman -S atool ffmpegthumb elinks mediainfo poppler ueberzug python-chardet
: 1626950618:0;sudo pacman -S atool ffmpegthumb elinks mediainfo poppler ueberzug python-chardet
: 1626950635:0;sudo pacman -Syu --needed atool ffmpegthumb elinks mediainfo poppler ueberzug python-chardet
: 1626950663:0;sudo pacman -Syu --needed atool ffmpegthumbnailer elinks mediainfo poppler ueberzug python-chardet
: 1626950802:0;sudo pacman -S ufw
: 1626951011:0;sudo pacman -S cups ghost
: 1626951014:0;sudo pacman -Ss cups ghost
: 1626951022:0;sudo pacman -S ghostscript
